
1645,Exit long,2025-03-18 14:30:00,,,,,
1645,Entry long,2025-03-18 10:25:00,,,,,
1646,Exit long,2025-03-19 12:45:00,,,,,
1646,Entry long,2025-03-19 10:25:00,,,,,
1647,Exit short,2025-03-21 09:15:00,,,,,
1647,Entry short,2025-03-20 10:25:00,,,,,
1648,Exit long,2025-03-24 09:15:00,,,,,
1648,Entry long,2025-03-21 14:30:00,,,,,
1649,Exit long,2025-03-25 10:25:00,,,,,
1649,Entry long,2025-03-24 11:00:00,,,,,
1650,Exit short,2025-03-25 11:00:00,,,,,
1650,Entry short,2025-03-25 10:25:00,,,,,
1651,Exit short,2025-03-27 09:15:00,,,,,
1651,Entry short,2025-03-26 15:05:00,,,,,
1652,Exit long,2025-03-28 09:15:00,,,,,
1652,Entry long,2025-03-27 15:05:00,,,,,
1653,Exit short,2025-04-01 09:15:00,,,,,
1653,Entry short,2025-03-28 12:45:00,,,,,
1654,Exit short,2025-04-02 11:00:00,,,,,
1654,Entry short,2025-04-01 11:00:00,,,,,
1655,Exit long,2025-04-03 09:15:00,,,,,
1655,Entry long,2025-04-02 11:00:00,,,,,
1656,Exit short,2025-04-07 09:15:00,,,,,
1656,Entry short,2025-04-04 10:25:00,,,,,
1657,Exit long,2025-04-08 09:15:00,,,,,
1657,Entry long,2025-04-08 09:15:00,,,,,
1658,Exit short,2025-04-11 09:15:00,,,,,
1658,Entry short,2025-04-08 11:00:00,,,,,
1659,Exit short,2025-04-15 09:15:00,,,,,
1659,Entry short,2025-04-11 10:25:00,,,,,
1660,Exit long,2025-04-15 15:05:00,,,,,
1660,Entry long,2025-04-15 10:25:00,,,,,
1661,Exit long,2025-04-17 13:20:00,,,,,
1661,Entry long,2025-04-16 12:45:00,,,,,
1662,Exit long,2025-04-21 12:10:00,,,,,
1662,Entry long,2025-04-21 10:25:00,,,,,
1663,Exit long,2025-04-23 09:15:00,,,,,
1663,Entry long,2025-04-22 10:25:00,,,,,
1664,Exit short,2025-04-23 13:20:00,,,,,
1664,Entry short,2025-04-23 10:25:00,,,,,
1665,Exit long,2025-04-24 14:30:00,,,,,
1665,Entry long,2025-04-23 15:05:00,,,,,
1666,Exit short,2025-04-25 09:15:00,,,,,
1666,Entry short,2025-04-24 14:30:00,,,,,
1667,Exit short,2025-04-25 11:00:00,,,,,
1667,Entry short,2025-04-25 10:25:00,,,,,
1668,Exit long,2025-04-29 09:15:00,,,,,
1668,Entry long,2025-04-28 11:00:00,,,,,
1669,Exit short,2025-05-02 09:50:00,,,,,
1669,Entry short,2025-04-30 14:30:00,,,,,
1670,Exit long,2025-05-02 11:00:00,,,,,
1670,Entry long,2025-05-02 10:25:00,,,,,
1671,Exit short,2025-05-05 09:50:00,,,,,
1671,Entry short,2025-05-02 11:35:00,,,,,
1672,Exit long,2025-05-06 10:25:00,,,,,
1672,Entry long,2025-05-05 10:25:00,,,,,
1673,Exit short,2025-05-06 13:55:00,,,,,
1673,Entry short,2025-05-06 10:25:00,,,,,
1674,Exit long,2025-05-08 13:20:00,,,,,
1674,Entry long,2025-05-07 11:35:00,,,,,
1675,Exit short,2025-05-08 13:55:00,,,,,
1675,Entry short,2025-05-08 13:20:00,,,,,
1676,Exit long,2025-05-12 09:15:00,,,,,
1676,Entry long,2025-05-09 15:05:00,,,,,
1677,Exit long,2025-05-14 09:15:00,,,,,
1677,Entry long,2025-05-12 10:25:00,,,,,
1678,Exit long,2025-05-15 13:20:00,,,,,
1678,Entry long,2025-05-14 10:25:00,,,,,
1679,Exit long,2025-05-16 09:15:00,,,,,
1679,Entry long,2025-05-15 13:55:00,,,,,
1680,Exit long,2025-05-19 09:15:00,,,,,
1680,Entry long,2025-05-16 11:00:00,,,,,
1681,Exit long,2025-05-20 09:15:00,,,,,
1681,Entry long,2025-05-19 10:25:00,,,,,
1682,Exit short,2025-05-20 13:55:00,,,,,
1682,Entry short,2025-05-20 13:20:00,,,,,
1683,Exit long,2025-05-22 13:55:00,,,,,
1683,Entry long,2025-05-21 10:25:00,,,,,
1684,Exit short,2025-05-23 09:15:00,,,,,
1684,Entry short,2025-05-22 13:55:00,,,,,
1685,Exit long,2025-05-26 09:15:00,,,,,
1685,Entry long,2025-05-23 12:10:00,,,,,
1686,Exit short,2025-05-27 11:00:00,,,,,
1686,Entry short,2025-05-27 10:25:00,,,,,
1687,Exit long,2025-05-28 15:05:00,,,,,
1687,Entry long,2025-05-27 11:35:00,,,,,
1688,Exit short,2025-05-29 09:15:00,,,,,
1688,Entry short,2025-05-28 15:05:00,,,,,
1689,Exit long,2025-05-30 09:50:00,,,,,
1689,Entry long,2025-05-30 09:15:00,,,,,
1690,Exit short,2025-06-02 12:45:00,,,,,
1690,Entry short,2025-05-30 10:25:00,,,,,
1691,Exit long,2025-06-03 09:15:00,,,,,
1691,Entry long,2025-06-02 12:45:00,,,,,
1692,Exit short,2025-06-03 15:05:00,,,,,
1692,Entry short,2025-06-03 11:35:00,,,,,
1693,Exit long,2025-06-05 10:25:00,,,,,
1693,Entry long,2025-06-04 15:05:00,,,,,
1694,Exit long,2025-06-06 11:35:00,,,,,
1694,Entry long,2025-06-05 11:35:00,,,,,
1695,Exit long,2025-06-10 09:15:00,,,,,
1695,Entry long,2025-06-09 10:25:00,,,,,
1696,Exit short,2025-06-11 14:30:00,,,,,
1696,Entry short,2025-06-11 13:55:00,,,,,
1697,Exit short,2025-06-12 13:20:00,,,,,
1697,Entry short,2025-06-12 11:00:00,,,,,
1698,Exit long,2025-06-16 13:55:00,,,,,
1698,Entry long,2025-06-13 10:25:00,,,,,
1699,Exit short,2025-06-18 09:15:00,,,,,
1699,Entry short,2025-06-17 12:10:00,,,,,
1700,Exit short,2025-06-19 10:25:00,,,,,
1700,Entry short,2025-06-18 11:35:00,,,,,
1701,Exit long,2025-06-23 13:20:00,,,,,
1701,Entry long,2025-06-20 11:00:00,,,,,
1702,Exit short,2025-06-25 09:15:00,,,,,
1702,Entry short,2025-06-24 13:55:00,,,,,
1703,Exit short,2025-06-26 13:55:00,,,,,
1703,Entry short,2025-06-26 10:25:00,,,,,
1704,Exit long,2025-06-27 09:15:00,,,,,
1704,Entry long,2025-06-26 15:05:00,,,,,
1705,Exit long,2025-06-27 15:05:00,,,,,
1705,Entry long,2025-06-27 10:25:00,,,,,
1706,Exit short,2025-06-30 09:15:00,,,,,
1706,Entry short,2025-06-27 15:05:00,,,,,
1707,Exit long,2025-07-01 09:15:00,,,,,
1707,Entry long,2025-06-30 14:30:00,,,,,
1708,Exit short,2025-07-02 13:20:00,,,,,
1708,Entry short,2025-07-01 10:25:00,,,,,
1709,Exit long,2025-07-03 14:30:00,,,,,
1709,Entry long,2025-07-03 10:25:00,,,,,
1710,Exit short,2025-07-04 09:50:00,,,,,
1710,Entry short,2025-07-03 14:30:00,,,,,
1711,Exit long,2025-07-04 11:35:00,,,,,
1711,Entry long,2025-07-04 10:25:00,,,,,
1712,Exit short,2025-07-07 09:15:00,,,,,
1712,Entry short,2025-07-04 12:10:00,,,,,
1713,Exit short,2025-07-08 09:15:00,,,,,
1713,Entry short,2025-07-07 13:55:00,,,,,
1714,Exit short,2025-07-11 09:50:00,,,,,
1714,Entry short,2025-07-08 10:25:00,,,,,
1715,Exit short,2025-07-11 11:00:00,,,,,
1715,Entry short,2025-07-11 10:25:00,,,,,
1716,Exit long,2025-07-15 09:15:00,,,,,
1716,Entry long,2025-07-14 10:25:00,,,,,
1717,Exit long,2025-07-16 09:15:00,,,,,
1717,Entry long,2025-07-15 15:05:00,,,,,
1718,Exit short,2025-07-21 10:25:00,,,,,
1718,Entry short,2025-07-18 10:25:00,,,,,
1719,Exit long,2025-07-21 12:45:00,,,,,
1719,Entry long,2025-07-21 10:25:00,,,,,
1720,Exit short,2025-07-23 09:15:00,,,,,
1720,Entry short,2025-07-22 10:25:00,,,,,
1721,Exit long,2025-07-24 09:50:00,,,,,
1721,Entry long,2025-07-23 15:05:00,,,,,
1722,Exit short,2025-07-25 09:15:00,,,,,
1722,Entry short,2025-07-24 10:25:00,,,,,
1723,Exit short,2025-07-25 12:10:00,,,,,
1723,Entry short,2025-07-25 10:25:00,,,,,
1724,Exit long,2025-07-28 10:25:00,,,,,
1724,Entry long,2025-07-28 10:25:00,,,,,
1725,Exit short,2025-07-29 12:45:00,,,,,
1725,Entry short,2025-07-28 13:20:00,,,,,
1726,Exit long,2025-07-30 09:15:00,,,,,
1726,Entry long,2025-07-29 12:45:00,,,,,
1727,Exit long,2025-08-01 09:15:00,,,,,
1727,Entry long,2025-07-31 12:45:00,,,,,
1728,Exit short,2025-08-01 15:05:00,,,,,
1728,Entry short,2025-08-01 12:10:00,,,,,
1729,Exit long,2025-08-05 09:15:00,,,,,
1729,Entry long,2025-08-04 12:45:00,,,,,
1730,Exit short,2025-08-07 11:00:00,,,,,
1730,Entry short,2025-08-06 11:00:00,,,,,
1731,Exit short,2025-08-07 14:30:00,,,,,
1731,Entry short,2025-08-07 11:35:00,,,,,
1732,Exit long,2025-08-08 10:25:00,,,,,
1732,Entry long,2025-08-07 15:05:00,,,,,
1733,Exit short,2025-08-08 14:05:29,,,,,
1733,Entry short,2025-08-08 10:25:00,,,,,
